id,state,county_name,media_market,gender,political_party,education_area,age,gender_female,gender_male,income,maritalstatus_single,maritalstatus_married,length_of_residence,has_children,number_of_children,is_homeowner,is_renter,level_of_education,religion_catholic,religion_christian,donor_political_org,donor_liberal_org,donor_conservative_org,donor_religious_org,donor_health_org,occupation_blue_collar,occupation_farmer,occupation_professional_technical,occupation_retired,purchases_apparel,purchases_book,purchases_electronic,purchases_boat,purchases_luxuryitems,has_a_cat,interests_environment,interests_outdoorgarden,interests_outdoorsport,interests_guns,interests_golf,interests_investing,interests_veteranaffairs,ethnicity_afam,ethnicity_latino,ethnicity_asian,ethnicity_white,ethnicity_other,health_insurance
4d6c41804e25eafd4bd54d5d4a964f3b,TX,taylor,abilene-sweetwater tx,M,R,03-Low Education Area,56,0,1,162,0,1,15,0,0,1,0,bach degree,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
a43c9cc727ca2f40d5d8b324f302c504,TX,harris,houston tx,M,D,03-Low Education Area,45,0,1,62,0,1,22,1,1,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
a6ec2077997570ed9074b765777ce695,TX,victoria,victoria tx,F,D,03-Low Education Area,57,1,0,62,0,1,23,1,1,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Red
5aae2e5c28b515f6e0a7e278974f724e,TX,gonzales,san antonio tx,F,I,02-Medium Education Area,50,1,0,62,0,1,19,1,0,1,0,no hs degree,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
0ebae4f437e269d229751371f3feb14d,TX,hays,austin tx,M,R,02-Medium Education Area,53,0,1,300,0,1,1,1,0,1,0,post graduate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Health Insurance Plan Blue
6e3cbc2d5b4801334765cc1d2109897e,TX,tarrant,dallas-ft.worth tx,F,R,03-Low Education Area,64,1,0,20,0,1,33,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,Uninsured
4d104f5d3bdc063c3698f1bc52359c7d,TX,travis,austin tx,M,D,02-Medium Education Area,46,0,1,87,0,1,39,0,0,1,0,high school,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,Health Insurance Plan Blue
2a290b99df015a787e1621c17488c162,TX,bexar,san antonio tx,F,R,01-High Education Area,61,1,0,162,0,1,11,1,1,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Red
ca39c80c3a8ba8d14b560b0b259cb458,TX,webb,laredo tx,F,D,02-Medium Education Area,53,1,0,87,0,1,12,1,0,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
e9f551f08d0f7110acde536a4cc4ff1b,TX,el paso,el paso tx (las cruces nm),M,D,03-Low Education Area,44,0,1,62,0,1,11,1,0,1,0,high school,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
d7e80dedd5faa25e23c7d449cf09eb49,TX,brazoria,houston tx,F,R,01-High Education Area,63,1,0,87,0,1,19,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
368a329dadceaf37e5d70bcd66820d2e,TX,el paso,el paso tx (las cruces nm),M,D,03-Low Education Area,39,0,1,20,1,0,8,1,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Uninsured
cb56f1c2de6a4e8042710403dac20301,TX,dallas,dallas-ft.worth tx,M,I,03-Low Education Area,50,0,1,300,0,1,17,1,1,1,0,post graduate,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Red
4faa51fe90b35aa287d13784327f081e,TX,harris,houston tx,M,R,01-High Education Area,34,0,1,162,0,1,6,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
b2b58208f0cbcb1d740e0a1ab5708e4c,TX,travis,austin tx,F,D,01-High Education Area,53,1,0,300,0,1,18,0,0,1,0,bach degree,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
30f06d4fe64f03eb6c2910545f2409b8,TX,frio,san antonio tx,F,D,03-Low Education Area,45,1,0,62,0,1,11,1,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Uninsured
e1b2d9764a05e6401fb1dc64c1508d1f,TX,ellis,dallas-ft.worth tx,F,R,01-High Education Area,41,1,0,112,0,1,0,1,1,1,0,bach degree,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
52f9258b915ad8d1354fbb2817ced73f,TX,collin,dallas-ft.worth tx,F,R,02-Medium Education Area,35,1,0,112,0,1,14,1,2,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Health Insurance Plan Red
2ac68ff91bed8149de36a058caba78fe,TX,jefferson,beaumont-port arthur tx,M,D,03-Low Education Area,59,0,1,137,0,1,8,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Health Insurance Plan Blue
021f4601a72f31bc26c7291683eb5536,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,42,1,0,20,0,1,13,1,1,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Health Insurance Plan Blue
06673b3d7d43d6ba12cbc67fe3326138,TX,bexar,san antonio tx,M,R,02-Medium Education Area,23,0,1,87,0,1,10,1,0,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
c9815a25de10d42c51474119ae341d76,TX,bexar,san antonio tx,F,D,02-Medium Education Area,54,1,0,62,0,1,21,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Health Insurance Plan Blue
57baf58d3335425b89af7dcfd504a014,TX,hidalgo,harlingen-weslaco-brownsville-mcallen tx,F,D,03-Low Education Area,22,1,0,20,1,0,12,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
4cd86a376e0e14d7ebfb6abd7d0c7b2a,TX,galveston,houston tx,F,R,01-High Education Area,40,1,0,40,0,1,10,1,1,1,0,some college,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
020086f6f015699fb803448f231fd75f,TX,harris,houston tx,F,D,03-Low Education Area,28,1,0,8,1,0,0,1,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
efa536608df4a30938781c5dc0e7b10d,TX,travis,austin tx,F,R,01-High Education Area,38,1,0,87,0,1,6,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
6f8a67d1e8243eba84ef1d6b97641810,TX,el paso,el paso tx (las cruces nm),M,D,03-Low Education Area,48,0,1,20,0,1,6,1,0,0,1,high school,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
0aa9c707b6fbc823748748e255086df3,TX,harris,houston tx,F,D,03-Low Education Area,50,1,0,62,0,1,14,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
ea61cc5676f0389aa5f0edfd153a577d,TX,bexar,san antonio tx,F,R,01-High Education Area,48,1,0,112,0,1,3,1,3,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
1d5501f3c0d8db91ac274865b1f2d952,TX,denton,dallas-ft.worth tx,M,R,03-Low Education Area,49,0,1,62,0,1,1,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
bfb166d9f16f6cf1ad2ffcc90015eb67,TX,dallas,dallas-ft.worth tx,M,R,02-Medium Education Area,36,0,1,87,0,1,35,1,2,1,0,high school,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Red
fd7e8cb8a794033e4c756daeabd4cc8d,TX,dallas,dallas-ft.worth tx,F,R,01-High Education Area,61,1,0,225,0,1,24,1,3,1,0,post graduate,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Red
cace2622370a65ae41614b2c2f8db5f2,TX,harris,houston tx,F,D,03-Low Education Area,26,1,0,62,1,0,9,1,0,1,0,some college,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
f9237c20bd5e14e7a54c2b81f2bb4acf,TX,parker,dallas-ft.worth tx,M,R,02-Medium Education Area,58,0,1,137,0,1,8,1,1,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Health Insurance Plan Red
c59be250a4bcdcd33281d2425caf0c66,TX,dallas,dallas-ft.worth tx,F,D,03-Low Education Area,39,1,0,8,1,0,1,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
6a9eb76f9aaa77f5dc0a989900c5987b,TX,fort bend,houston tx,F,D,03-Low Education Area,47,1,0,62,0,1,22,1,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
8c216bf0f791643deb407af1fa44a77d,TX,dallas,dallas-ft.worth tx,F,D,01-High Education Area,60,1,0,62,0,1,7,1,0,1,0,post graduate,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Uninsured
dd9b04d874d060efcaced2a0a442a896,TX,jefferson,beaumont-port arthur tx,F,R,03-Low Education Area,49,1,0,112,1,0,7,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
729b7a39c560f8cb6d36ad0b0c69fd6a,TX,hidalgo,harlingen-weslaco-brownsville-mcallen tx,M,D,03-Low Education Area,47,0,1,62,0,1,14,1,1,1,0,post graduate,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Red
e51ca48bf144f6029b66069297e3ff6b,TX,travis,austin tx,M,R,01-High Education Area,43,0,1,87,0,1,4,1,0,1,0,some college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Uninsured
774d24fef0f232cff05fd12176356338,TX,harris,houston tx,M,R,03-Low Education Area,43,0,1,62,0,1,0,1,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
e59508e77e0de1acc34fe89153c8b496,TX,harris,houston tx,M,I,01-High Education Area,41,0,1,86,0,1,,0,0,0,0,no hs degree,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
e849855a552b7907fb9a340a670190b2,TX,travis,austin tx,F,R,01-High Education Area,30,1,0,300,0,1,5,1,0,1,0,bach degree,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
8e2fc5649db3d23116612463e9544f25,TX,bexar,san antonio tx,M,R,02-Medium Education Area,22,0,1,87,0,1,13,1,0,1,0,post graduate,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
ae0436c4215cb1c67cb4cc4d82b13d94,TX,travis,austin tx,M,D,01-High Education Area,45,0,1,187,0,1,5,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
12b4fc7c83e49b1eed3a479d9fc35b6d,TX,wise,dallas-ft.worth tx,F,R,03-Low Education Area,46,1,0,62,0,1,15,1,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
5f42a4238dee2817ab23cef499e14541,TX,harris,houston tx,F,R,01-High Education Area,60,1,0,225,0,1,20,0,0,1,0,bach degree,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
9044bdb9b767be65ed47bb0df1f50afe,TX,collin,dallas-ft.worth tx,M,R,01-High Education Area,42,0,1,112,0,1,2,1,0,1,0,post graduate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
0d6764ecf17f9c9cc0cacbe0bfec806a,TX,nueces,corpus christi tx,M,I,03-Low Education Area,21,0,1,40,0,1,20,1,3,1,0,no hs degree,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
103fd8126bb80be0f43ebbcbe5710b3d,TX,austin,houston tx,F,R,03-Low Education Area,42,1,0,137,0,1,0,1,2,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
1caa1a250a480b4cceb8d51f141cf32f,TX,dallas,dallas-ft.worth tx,M,R,02-Medium Education Area,43,0,1,62,0,1,38,1,1,1,0,bach degree,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
0390447545ce6c854f2ed5a8b34345b5,TX,tarrant,dallas-ft.worth tx,M,D,01-High Education Area,58,0,1,40,1,0,9,0,0,1,0,some college,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Health Insurance Plan Blue
f5de68aaa6315d39abf6fb0848dc6a05,TX,dallas,dallas-ft.worth tx,M,R,02-Medium Education Area,64,0,1,87,0,1,26,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Uninsured
e2d467c85b052884159ce8fa73714100,TX,medina,san antonio tx,F,R,02-Medium Education Area,61,1,0,62,0,1,6,1,2,1,0,bach degree,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
873d05f5cf1c4bb825c4d23ba688a454,TX,tarrant,dallas-ft.worth tx,F,D,01-High Education Area,24,1,0,112,0,1,13,1,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Uninsured
4ff4a913eecf030e279b1aaa155f2687,TX,comal,san antonio tx,F,R,01-High Education Area,56,1,0,62,0,1,33,1,0,1,0,high school,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,Uninsured
3461086e0399c649f4862652189f2d6c,TX,burnet,austin tx,F,R,02-Medium Education Area,57,1,0,87,0,1,13,1,0,1,0,bach degree,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
7ef63e524f682db4f4999a41f029ffce,TX,nueces,corpus christi tx,M,D,01-High Education Area,27,0,1,87,0,1,14,1,0,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
51ef868c79d857abccdaae01dfa60a30,TX,chambers,houston tx,F,R,03-Low Education Area,41,1,0,112,0,1,1,1,2,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
137fb7175b7f31ac911c1129f08e3b97,TX,guadalupe,san antonio tx,F,D,01-High Education Area,40,1,0,87,0,1,15,1,0,1,0,some college,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Uninsured
11f5797df9f0d0607818421cafcabed5,TX,jim wells,corpus christi tx,F,D,02-Medium Education Area,25,1,0,187,1,0,17,1,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Uninsured
6183cc922530df85752cd74a6bd9243d,TX,erath,dallas-ft.worth tx,F,R,03-Low Education Area,57,1,0,62,0,1,21,1,1,1,0,high school,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,Health Insurance Plan Red
dd3a431255b58fb60bf904e472d38fa4,TX,nueces,corpus christi tx,F,D,01-High Education Area,51,1,0,87,0,1,20,1,0,1,0,high school,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
2069802f42ccb91afbdcd6400736c847,TX,bandera,san antonio tx,M,R,02-Medium Education Area,27,0,1,62,0,1,24,1,0,1,0,high school,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
61c155482476cb533440a02f4c55ef73,TX,tarrant,dallas-ft.worth tx,M,D,03-Low Education Area,30,0,1,30,0,1,10,0,0,1,0,high school,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,Health Insurance Plan Blue
952a4d28fc59f0848d59a953493551d1,TX,collin,dallas-ft.worth tx,M,D,01-High Education Area,30,0,1,87,0,1,17,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Health Insurance Plan Blue
037f5b76af64637fe90a805e96553c69,TX,bexar,san antonio tx,F,D,02-Medium Education Area,22,1,0,62,1,0,1,1,0,0,1,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
cea66a69b92ff68e9b8164efbc333bf3,TX,fort bend,houston tx,M,R,02-Medium Education Area,56,0,1,187,0,1,13,1,0,1,0,bach degree,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
b9ae916ee3d51a4dc87c20cfe325f5e5,TX,dallas,dallas-ft.worth tx,M,D,03-Low Education Area,27,0,1,87,0,1,22,1,0,1,0,high school,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
4a55030ca2e63bb2bf5b4435bd855310,TX,bexar,san antonio tx,M,R,01-High Education Area,47,0,1,112,0,1,10,1,2,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,Health Insurance Plan Red
6ecfb93cdd4ac97bccbb6654970613c7,TX,hidalgo,harlingen-weslaco-brownsville-mcallen tx,F,D,03-Low Education Area,57,1,0,8,0,1,5,1,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
09a04de2d9e502bf7fdd14e13e3ee460,TX,collin,dallas-ft.worth tx,M,R,02-Medium Education Area,50,0,1,137,0,1,20,1,0,1,0,some college,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Health Insurance Plan Blue
6433c7f1562eca1c351dc7e2e9d89af7,TX,dallas,dallas-ft.worth tx,F,R,01-High Education Area,49,1,0,87,0,1,22,0,0,1,0,some college,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Uninsured
33f825e11381134afd22b0557ec1ef18,TX,bowie,shreveport la,M,R,02-Medium Education Area,54,0,1,112,0,1,7,1,0,1,0,some college,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,Uninsured
019fe78bcd7020f3b533e11dd68a1b5a,TX,collin,dallas-ft.worth tx,F,R,01-High Education Area,36,1,0,187,0,1,3,1,0,1,0,bach degree,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Red
9c41cbd1598d590e11bf4253b48fe008,TX,harris,houston tx,F,D,02-Medium Education Area,28,1,0,62,0,1,28,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Health Insurance Plan Blue
ec0a6bbc5ef714aa0fe59eba4a32b943,TX,collin,dallas-ft.worth tx,F,R,02-Medium Education Area,59,1,0,300,0,1,1,1,0,1,0,post graduate,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
1ee2c90a6dbf563198b795896b7f8c92,TX,robertson,waco-temple-bryan tx,F,D,03-Low Education Area,56,1,0,87,0,1,23,1,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
78224b42b0ad65d3df61c019799acbfd,TX,presidio,odessa-midland tx,F,D,02-Medium Education Area,49,1,0,87,0,1,25,1,1,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
6ea26192d6c8be8bfc5311217dbf9625,TX,tarrant,dallas-ft.worth tx,M,R,01-High Education Area,41,0,1,87,0,1,13,1,3,1,0,bach degree,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,Health Insurance Plan Red
c45da2b6f3daf91de0688ba6c5256555,TX,hardin,beaumont-port arthur tx,F,R,02-Medium Education Area,37,1,0,87,0,1,4,1,2,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
6cb5903331ddbe010845380e6f522f0f,TX,harris,houston tx,M,R,02-Medium Education Area,28,0,1,62,0,1,20,1,3,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,Uninsured
984f4f7e340dd57267daeffa05952a5b,TX,dallas,dallas-ft.worth tx,F,D,01-High Education Area,34,1,0,87,0,1,17,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
0ca5bb3d3c0d63f4a5d0cce5d4bebd0a,TX,brazoria,houston tx,F,R,02-Medium Education Area,64,1,0,62,1,0,3,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
f2a34a69c4c8cb374b930d25469a258f,TX,tom green,san angelo tx,M,R,02-Medium Education Area,57,0,1,62,0,1,25,1,1,1,0,post graduate,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
7b2867d0490a2813864c576e3c228ebe,TX,coryell,waco-temple-bryan tx,F,R,02-Medium Education Area,37,1,0,62,0,1,7,1,5,1,0,some college,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,Uninsured
a0e2c931ff487c7af5f076eea28ed03d,TX,kaufman,dallas-ft.worth tx,F,R,02-Medium Education Area,52,1,0,87,0,1,19,1,0,1,0,high school,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
99b63b0749b75a7cb7e2813ebefb0abe,TX,travis,austin tx,F,R,01-High Education Area,38,1,0,87,0,1,9,1,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Health Insurance Plan Blue
9b308c0d32d005a69c511cc6f0bd734a,TX,nolan,abilene-sweetwater tx,M,R,02-Medium Education Area,58,0,1,40,0,1,0,1,0,0,1,high school,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
7a00923870ced0ccf2918a4d11a52405,TX,cherokee,tyler-longview (lufkin & nacogdoches) tx,F,R,03-Low Education Area,58,1,0,112,0,1,11,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,Health Insurance Plan Blue
8c5c6eed93c4c6183c36e3d89c0daf4c,TX,travis,austin tx,M,R,01-High Education Area,55,0,1,300,0,1,1,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Health Insurance Plan Blue
e4868547d0cc15cee233b142391ae95b,TX,bexar,san antonio tx,M,D,03-Low Education Area,64,0,1,20,0,1,15,0,0,1,0,no hs degree,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Health Insurance Plan Blue
